pm25,pm10,no2,so2,co,o3,new_case
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT3,IT4,Heavy,Heavy,Heavy,Moderate,True
IT2,IT3,Heavy,Moderate,Heavy,Moderate,True
IT3,IT4,Heavy,Heavy,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Heavy,True
IT1,IT2,Trace,Trace,Moderate,Heavy,True
IT2,IT3,Trace,Trace,Trace,Trace,True
IT1,IT2,Heavy,Heavy,Heavy,Heavy,True
IT2,IT3,Trace,Trace,Moderate,Trace,True
IT2,IT3,Heavy,Moderate,Moderate,Heavy,True
IT4,AQG,Trace,Trace,Trace,Trace,True
IT3,IT4,Heavy,Heavy,Heavy,Moderate,True
IT4,AQG,Moderate,Trace,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT4,AQG,Moderate,Heavy,Moderate,Moderate,True
IT3,IT3,Trace,Trace,Trace,Trace,True
IT1,IT2,Trace,Trace,Trace,Moderate,True
IT2,IT2,Trace,Trace,Moderate,Trace,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT4,IT4,Trace,Trace,Moderate,Heavy,True
IT3,IT4,Trace,Trace,Trace,Trace,True
IT3,IT4,Trace,Trace,Moderate,Heavy,True
IT3,IT3,Moderate,Heavy,Moderate,Trace,True
IT3,IT3,Trace,Trace,Moderate,Heavy,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT2,IT2,Trace,Trace,Moderate,Moderate,True
IT1,IT2,Trace,Moderate,Heavy,Heavy,True
IT2,IT3,Trace,Trace,Trace,Moderate,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT3,IT3,Moderate,Heavy,Moderate,Heavy,True
IT3,IT4,Trace,Trace,Trace,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Heavy,True
IT1,IT2,Trace,Trace,Moderate,Heavy,True
IT3,IT3,Trace,Trace,Moderate,Heavy,True
IT1,IT2,Heavy,Moderate,Heavy,Heavy,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT3,AQG,Heavy,Heavy,Moderate,Trace,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT4,AQG,Heavy,Heavy,Moderate,Moderate,True
IT2,IT3,Heavy,Moderate,Moderate,Heavy,True
IT2,IT3,Heavy,Heavy,Moderate,Moderate,True
IT2,IT3,Trace,Trace,Trace,Moderate,True
IT1,IT2,Trace,Trace,Trace,Moderate,True
IT2,IT3,Trace,Trace,Trace,Trace,True
IT2,IT2,Trace,Trace,Heavy,Heavy,True
AQG,AQG,Trace,Trace,Trace,Trace,True
IT4,AQG,Trace,Heavy,Trace,Heavy,True
IT2,IT3,Heavy,Heavy,Heavy,Heavy,True
IT3,IT3,Heavy,Moderate,Moderate,Heavy,True
IT1,IT2,Heavy,Moderate,Heavy,Heavy,True
IT3,IT3,Trace,Moderate,Heavy,Heavy,True
IT1,IT2,Trace,Trace,Heavy,Heavy,True
IT3,IT4,Heavy,Moderate,Moderate,Moderate,True
IT3,IT4,Moderate,Moderate,Heavy,Heavy,True
IT2,IT2,Trace,Trace,Trace,Moderate,True
IT2,IT3,Heavy,Moderate,Moderate,Heavy,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT3,IT3,Moderate,Heavy,Moderate,Heavy,True
IT3,IT4,Moderate,Heavy,Heavy,Moderate,True
AQG,AQG,Trace,Trace,Trace,Trace,True
IT3,IT3,Trace,Moderate,Moderate,Heavy,True
IT3,IT3,Moderate,Moderate,Heavy,Moderate,True
IT3,AQG,Moderate,Moderate,Moderate,Moderate,True
IT2,IT3,Heavy,Heavy,Moderate,Moderate,True
IT3,IT4,Moderate,Heavy,Heavy,Heavy,True
IT2,IT3,Trace,Trace,Trace,Moderate,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT3,IT4,Heavy,Heavy,Moderate,Heavy,True
IT3,IT4,Trace,Heavy,Heavy,Heavy,True
IT4,AQG,Trace,Trace,Trace,Heavy,True
IT3,IT4,Trace,Trace,Trace,Moderate,True
IT4,AQG,Moderate,Heavy,Trace,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT4,AQG,Moderate,Heavy,Moderate,Moderate,True
IT3,IT3,Trace,Trace,Heavy,Heavy,True
IT4,AQG,Trace,Trace,Trace,Heavy,True
IT4,AQG,Trace,Heavy,Trace,Heavy,True
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT1,IT2,Trace,Trace,Trace,Moderate,True
IT2,IT3,Heavy,Heavy,Heavy,Moderate,True
IT2,IT3,Heavy,Trace,Moderate,Trace,True
IT3,IT4,Heavy,Moderate,Moderate,Trace,True
IT2,IT2,Trace,Trace,Trace,Trace,True
IT2,IT3,Trace,Trace,Moderate,Moderate,True
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT4,AQG,Moderate,Trace,Moderate,Moderate,True
IT4,IT4,Trace,Trace,Moderate,Heavy,True
IT2,IT3,Heavy,Moderate,Heavy,Heavy,True
IT4,AQG,Moderate,Heavy,Moderate,Moderate,True
IT3,IT4,Moderate,Heavy,Heavy,Trace,True
IT3,IT3,Trace,Moderate,Heavy,Heavy,True
IT1,IT2,Heavy,Heavy,Heavy,Moderate,True
IT1,IT2,Heavy,Heavy,Heavy,Heavy,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT3,IT3,Moderate,Heavy,Moderate,Heavy,True
IT4,AQG,Moderate,Heavy,Heavy,Moderate,True
IT3,IT3,Heavy,Moderate,Moderate,Heavy,True
IT3,IT4,Trace,Heavy,Moderate,Heavy,True
IT4,AQG,Trace,Trace,Trace,Moderate,True
IT3,IT3,Moderate,Moderate,Heavy,Moderate,True
IT2,IT3,Heavy,Moderate,Moderate,Moderate,True
IT2,IT3,Heavy,Trace,Moderate,Trace,True
IT2,IT3,Trace,Trace,Trace,Trace,True
AQG,AQG,Trace,Trace,Trace,Trace,True
IT1,IT1,Trace,Trace,Trace,Moderate,True
IT3,IT4,Heavy,Heavy,Moderate,Moderate,True
IT2,IT2,Trace,Trace,Trace,Trace,True
IT4,AQG,Trace,Trace,Trace,Trace,True
IT3,IT4,Heavy,Heavy,Heavy,Moderate,True
IT2,IT3,Moderate,Moderate,Moderate,Heavy,True
IT4,AQG,Moderate,Heavy,Heavy,Moderate,True
AQG,AQG,Trace,Trace,Trace,Trace,True
IT2,IT3,Trace,Moderate,Trace,Heavy,True
IT3,IT4,Heavy,Moderate,Trace,Trace,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT4,IT4,Trace,Trace,Moderate,Heavy,True
IT3,IT3,Moderate,Heavy,Moderate,Heavy,True
IT1,IT2,Heavy,Heavy,Heavy,Heavy,True
IT2,IT2,Trace,Trace,Trace,Moderate,True
IT2,IT3,Heavy,Heavy,Heavy,Heavy,True
IT3,IT3,Trace,Moderate,Heavy,Heavy,True
IT3,IT4,Heavy,Heavy,Moderate,Moderate,True
IT3,AQG,Moderate,Moderate,Moderate,Moderate,True
IT2,IT2,Trace,Trace,Trace,Moderate,True
IT3,IT3,Trace,Moderate,Heavy,Heavy,True
IT2,IT3,Heavy,Heavy,Moderate,Moderate,True
IT3,IT4,Heavy,Heavy,Heavy,Moderate,True
IT2,IT2,Moderate,Moderate,Heavy,Trace,True
IT4,IT4,Trace,Trace,Moderate,Heavy,True
IT3,IT3,Trace,Moderate,Moderate,Heavy,True
IT4,AQG,Moderate,Heavy,Moderate,Heavy,True
IT4,AQG,Trace,Moderate,Heavy,Trace,True
IT3,IT4,Heavy,Heavy,Heavy,Moderate,True
IT3,IT3,Trace,Moderate,Heavy,Heavy,True
IT1,IT2,Trace,Trace,Moderate,Heavy,True
IT2,IT3,Heavy,Moderate,Moderate,Moderate,True
IT2,IT3,Heavy,Moderate,Moderate,Heavy,True
IT3,IT3,Moderate,Moderate,Heavy,Moderate,True
IT3,IT3,Trace,Trace,Heavy,Heavy,True
IT3,IT4,Trace,Trace,Trace,Moderate,True
IT4,AQG,Trace,Trace,Moderate,Heavy,True
IT3,IT4,Heavy,Heavy,Heavy,Moderate,True
IT2,IT3,Trace,Trace,Trace,Moderate,True
IT3,IT4,Heavy,Heavy,Heavy,Moderate,True
IT4,AQG,Moderate,Trace,Moderate,Moderate,True
IT2,IT3,Heavy,Moderate,Heavy,Moderate,True
IT3,IT3,Trace,Moderate,Moderate,Heavy,True
IT2,IT3,Trace,Trace,Moderate,Moderate,True
IT3,AQG,Moderate,Moderate,Moderate,Moderate,True
IT4,AQG,Trace,Heavy,Trace,Heavy,True
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT2,IT2,Trace,Trace,Trace,Moderate,True
IT1,IT2,Trace,Trace,Heavy,Moderate,True
IT2,IT2,Trace,Trace,Trace,Moderate,True
IT4,AQG,Trace,Heavy,Moderate,Heavy,True
IT3,IT4,Trace,Trace,Trace,Moderate,True
IT3,IT3,Trace,Trace,Trace,Trace,True
IT2,IT3,Trace,Moderate,Moderate,Heavy,True
IT3,IT4,Trace,Trace,Moderate,Heavy,True
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT3,IT3,Moderate,Moderate,Heavy,Moderate,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
AQG,AQG,Trace,Trace,Trace,Trace,True
IT3,IT4,Heavy,Moderate,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT2,IT3,Trace,Moderate,Moderate,Heavy,True
IT2,IT3,Trace,Moderate,Moderate,Heavy,True
IT3,IT4,Trace,Trace,Trace,Moderate,True
IT2,IT3,Heavy,Heavy,Heavy,Heavy,True
AQG,AQG,Trace,Trace,Trace,Trace,True
IT1,IT2,Heavy,Moderate,Trace,Moderate,True
IT1,IT2,Trace,Trace,Heavy,Heavy,True
IT3,IT4,Trace,Trace,Trace,Trace,True
IT2,IT3,Trace,Trace,Moderate,Trace,True
IT2,IT2,Trace,Trace,Moderate,Heavy,True
IT2,IT3,Heavy,Moderate,Moderate,Heavy,True
IT4,AQG,Trace,Trace,Trace,Heavy,True
IT4,IT4,Trace,Trace,Moderate,Heavy,True
IT4,AQG,Moderate,Moderate,Heavy,Heavy,True
IT2,IT3,Heavy,Moderate,Heavy,Moderate,True
IT3,IT4,Heavy,Heavy,Heavy,Moderate,True
IT4,IT4,Trace,Trace,Trace,Moderate,True
IT3,IT3,Trace,Trace,Heavy,Heavy,True
IT1,IT2,Heavy,Heavy,Heavy,Heavy,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT2,IT3,Trace,Trace,Heavy,Moderate,True
IT3,IT4,Heavy,Moderate,Trace,Trace,True
IT2,IT3,Heavy,Trace,Heavy,Heavy,True
IT2,IT3,Trace,Trace,Trace,Trace,True
IT2,IT3,Heavy,Moderate,Heavy,Moderate,True
IT2,IT3,Trace,Trace,Moderate,Moderate,True
IT4,AQG,Trace,Trace,Trace,Trace,True
IT1,IT2,Trace,Moderate,Heavy,Heavy,True
IT3,IT4,Trace,Trace,Moderate,Moderate,True
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT2,IT3,Heavy,Trace,Moderate,Trace,True
IT1,IT2,Trace,Trace,Moderate,Trace,True
IT2,IT2,Trace,Trace,Trace,Trace,True
IT2,IT2,Trace,Trace,Moderate,Moderate,True
IT1,IT2,Heavy,Heavy,Heavy,Heavy,True
IT3,IT3,Moderate,Moderate,Heavy,Moderate,True
IT2,IT3,Trace,Trace,Trace,Moderate,True
IT3,IT3,Moderate,Heavy,Moderate,Trace,True
IT4,AQG,Trace,Heavy,Moderate,Moderate,True
IT3,AQG,Moderate,Moderate,Moderate,Moderate,True
IT2,IT3,Trace,Trace,Trace,Trace,True
IT2,IT3,Heavy,Trace,Moderate,Trace,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT3,IT3,Trace,Trace,Heavy,Heavy,True
IT3,IT4,Moderate,Moderate,Heavy,Trace,True
IT1,IT2,Trace,Trace,Trace,Moderate,True
IT3,IT3,Moderate,Heavy,Moderate,Heavy,True
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT2,IT2,Trace,Trace,Trace,Trace,True
IT2,IT3,Heavy,Moderate,Moderate,Heavy,True
IT4,AQG,Moderate,Heavy,Heavy,Moderate,True
IT3,IT4,Heavy,Heavy,Heavy,Moderate,True
IT2,IT3,Trace,Trace,Moderate,Trace,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT3,IT4,Heavy,Moderate,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT4,AQG,Moderate,Heavy,Heavy,Moderate,True
IT3,IT4,Moderate,Heavy,Heavy,Heavy,True
IT3,IT3,Trace,Trace,Heavy,Heavy,True
IT3,IT4,Trace,Trace,Trace,Trace,True
IT2,IT2,Trace,Trace,Moderate,Trace,True
IT2,IT2,Heavy,Moderate,Heavy,Heavy,True
IT4,AQG,Trace,Trace,Trace,Heavy,True
IT2,IT3,Trace,Trace,Moderate,Trace,True
IT3,IT4,Trace,Trace,Moderate,Trace,True
IT3,IT3,Moderate,Moderate,Heavy,Heavy,True
IT3,IT3,Moderate,Heavy,Moderate,Trace,True
AQG,AQG,Trace,Trace,Trace,Trace,True
IT3,IT4,Trace,Trace,Moderate,Heavy,True
IT2,IT3,Trace,Trace,Moderate,Trace,True
IT2,IT3,Heavy,Heavy,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Trace,True
IT4,AQG,Trace,Heavy,Moderate,Moderate,True
IT3,IT4,Heavy,Moderate,Heavy,Moderate,True
IT2,IT3,Trace,Trace,Moderate,Trace,True
IT2,IT3,Trace,Trace,Moderate,Trace,True
IT4,AQG,Moderate,Heavy,Moderate,Heavy,True
IT4,AQG,Moderate,Heavy,Heavy,Moderate,True
IT1,IT2,Trace,Trace,Trace,Moderate,True
IT2,IT3,Moderate,Heavy,Heavy,Moderate,True
IT3,IT4,Moderate,Moderate,Heavy,Heavy,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT2,IT2,Trace,Trace,Moderate,Heavy,True
IT4,IT4,Moderate,Trace,Heavy,Heavy,True
IT4,AQG,Trace,Moderate,Heavy,Trace,True
IT3,IT3,Trace,Moderate,Heavy,Heavy,True
IT3,IT4,Heavy,Moderate,Trace,Trace,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT2,IT3,Trace,Trace,Trace,Moderate,True
IT2,IT2,Trace,Trace,Trace,Moderate,True
IT2,IT2,Moderate,Moderate,Heavy,Trace,True
IT1,IT2,Heavy,Heavy,Heavy,Heavy,True
IT2,IT2,Trace,Trace,Moderate,Moderate,True
AQG,AQG,Trace,Trace,Trace,Trace,True
IT4,AQG,Trace,Moderate,Heavy,Trace,True
IT4,IT4,Trace,Trace,Moderate,Heavy,True
IT3,IT4,Heavy,Heavy,Moderate,Heavy,True
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT2,IT2,Trace,Trace,Heavy,Heavy,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT2,IT2,Trace,Trace,Moderate,Trace,True
IT3,IT3,Moderate,Moderate,Heavy,Heavy,True
IT3,IT4,Moderate,Moderate,Heavy,Trace,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT1,IT2,Trace,Trace,Moderate,Trace,True
IT3,IT4,Heavy,Heavy,Heavy,Moderate,True
IT2,IT3,Heavy,Moderate,Heavy,Moderate,True
IT2,IT3,Trace,Trace,Moderate,Trace,True
IT2,IT2,Moderate,Moderate,Heavy,Trace,True
IT2,IT3,Moderate,Heavy,Moderate,Heavy,True
IT2,IT3,Heavy,Heavy,Heavy,Heavy,True
IT3,IT3,Trace,Moderate,Moderate,Heavy,True
IT3,IT3,Moderate,Moderate,Heavy,Heavy,True
IT1,IT2,Trace,Trace,Trace,Moderate,True
IT3,IT3,Heavy,Moderate,Moderate,Heavy,True
IT2,IT3,Heavy,Moderate,Heavy,Moderate,True
AQG,AQG,Trace,Moderate,Trace,Heavy,True
IT4,AQG,Trace,Heavy,Moderate,Moderate,True
IT2,IT2,Moderate,Moderate,Heavy,Trace,True
AQG,AQG,Trace,Trace,Trace,Trace,True
IT2,IT2,Trace,Trace,Moderate,Trace,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT2,IT3,Heavy,Moderate,Moderate,Moderate,True
IT1,IT2,Heavy,Heavy,Heavy,Moderate,True
IT4,AQG,Moderate,Trace,Moderate,Moderate,True
IT4,AQG,Trace,Trace,Trace,Heavy,True
IT2,IT3,Heavy,Heavy,Heavy,Heavy,True
IT2,IT3,Trace,Trace,Trace,Moderate,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT4,IT4,Trace,Trace,Moderate,Heavy,True
IT2,IT3,Heavy,Heavy,Moderate,Moderate,True
IT4,AQG,Moderate,Moderate,Heavy,Heavy,True
IT2,IT3,Heavy,Moderate,Moderate,Moderate,True
AQG,AQG,Trace,Trace,Trace,Trace,True
IT2,IT3,Trace,Trace,Trace,Trace,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT2,IT2,Trace,Trace,Moderate,Moderate,True
IT4,AQG,Moderate,Heavy,Heavy,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT4,AQG,Trace,Moderate,Heavy,Trace,True
IT3,IT3,Moderate,Heavy,Moderate,Trace,True
IT3,IT3,Heavy,Moderate,Moderate,Heavy,True
IT4,AQG,Trace,Trace,Moderate,Heavy,True
IT3,AQG,Moderate,Moderate,Moderate,Moderate,True
IT3,IT4,Moderate,Moderate,Moderate,Trace,True
IT3,IT4,Trace,Trace,Trace,Moderate,True
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT2,IT3,Trace,Moderate,Trace,Heavy,True
IT3,IT4,Heavy,Heavy,Heavy,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT3,IT3,Trace,Trace,Heavy,Heavy,True
IT2,IT3,Heavy,Moderate,Heavy,Heavy,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT3,IT4,Trace,Trace,Moderate,Trace,True
IT2,IT2,Trace,Trace,Moderate,Moderate,True
IT3,AQG,Moderate,Moderate,Moderate,Trace,True
IT3,IT4,Heavy,Moderate,Heavy,Moderate,True
IT2,IT2,Trace,Trace,Moderate,Heavy,True
IT3,IT4,Trace,Trace,Trace,Trace,True
IT2,IT3,Heavy,Heavy,Heavy,Heavy,True
IT3,IT4,Trace,Heavy,Moderate,Heavy,True
IT3,IT4,Heavy,Heavy,Moderate,Moderate,True
IT4,AQG,Moderate,Moderate,Heavy,Moderate,True
IT2,IT3,Heavy,Moderate,Heavy,Moderate,True
IT2,IT3,Heavy,Moderate,Moderate,Moderate,True
IT2,IT3,Heavy,Heavy,Heavy,Moderate,True
IT4,AQG,Trace,Trace,Trace,Heavy,True
IT3,IT3,Moderate,Trace,Heavy,Moderate,True
IT3,IT4,Trace,Trace,Trace,Moderate,True
IT2,IT2,Moderate,Moderate,Heavy,Trace,True
IT1,IT2,Trace,Trace,Trace,Moderate,True
IT3,IT3,Trace,Trace,Moderate,Heavy,True
IT4,AQG,Trace,Heavy,Trace,Heavy,True
IT4,IT4,Trace,Trace,Moderate,Heavy,True
IT2,IT3,Heavy,Moderate,Heavy,Heavy,True
IT4,AQG,Moderate,Trace,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Trace,True
IT4,IT4,Trace,Trace,Moderate,Heavy,True
IT3,IT4,Heavy,Heavy,Heavy,Moderate,True
IT4,AQG,Moderate,Trace,Heavy,Heavy,True
IT1,IT1,Trace,Trace,Trace,Moderate,True
IT2,IT3,Heavy,Moderate,Heavy,Moderate,True
IT1,IT2,Trace,Trace,Trace,Moderate,True
IT4,AQG,Moderate,Heavy,Heavy,Moderate,True
IT2,IT3,Heavy,Moderate,Moderate,Moderate,True
IT4,AQG,Trace,Heavy,Moderate,Moderate,True
IT4,AQG,Moderate,Moderate,Heavy,Heavy,True
IT4,IT4,Trace,Trace,Moderate,Heavy,True
IT4,AQG,Heavy,Heavy,Moderate,Moderate,True
IT2,IT2,Trace,Trace,Trace,Trace,True
IT3,IT4,Heavy,Moderate,Moderate,Moderate,True
IT2,IT2,Trace,Trace,Trace,Moderate,True
IT4,AQG,Trace,Moderate,Heavy,Trace,True
IT3,AQG,Moderate,Moderate,Moderate,Moderate,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT2,IT3,Heavy,Moderate,Moderate,Moderate,True
IT2,IT2,Trace,Trace,Trace,Moderate,True
IT3,IT4,Trace,Trace,Moderate,Heavy,True
AQG,AQG,Moderate,Heavy,Trace,Moderate,True
IT4,AQG,Moderate,Heavy,Heavy,Moderate,True
IT4,AQG,Moderate,Trace,Moderate,Moderate,True
IT3,IT3,Moderate,Moderate,Heavy,Heavy,True
IT4,AQG,Trace,Trace,Moderate,Heavy,True
IT3,IT4,Trace,Trace,Trace,Moderate,True
IT2,IT3,Trace,Trace,Trace,Moderate,True
IT3,IT3,Moderate,Heavy,Moderate,Heavy,True
IT3,IT3,Trace,Trace,Trace,Trace,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT4,AQG,Trace,Trace,Trace,Heavy,True
IT3,IT3,Moderate,Moderate,Heavy,Heavy,True
IT3,IT3,Moderate,Heavy,Moderate,Trace,True
IT1,IT2,Heavy,Heavy,Heavy,Heavy,True
IT2,IT3,Trace,Trace,Trace,Moderate,True
IT4,AQG,Heavy,Heavy,Moderate,Moderate,True
IT3,IT4,Trace,Trace,Moderate,Trace,True
IT4,AQG,Trace,Trace,Trace,Heavy,True
IT1,IT2,Trace,Trace,Trace,Moderate,True
IT1,IT2,Trace,Trace,Trace,Moderate,True
IT2,IT3,Heavy,Heavy,Heavy,Heavy,True
IT3,IT3,Moderate,Moderate,Heavy,Moderate,True
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT4,AQG,Moderate,Trace,Moderate,Moderate,True
IT4,AQG,Trace,Moderate,Heavy,Trace,True
IT4,AQG,Trace,Heavy,Trace,Heavy,True
IT3,IT3,Moderate,Heavy,Moderate,Heavy,True
IT3,IT3,Heavy,Moderate,Moderate,Heavy,True
IT4,IT4,Trace,Trace,Moderate,Heavy,True
IT2,IT3,Trace,Trace,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Heavy,Moderate,True
IT3,IT3,Trace,Trace,Moderate,Trace,True
IT4,AQG,Trace,Trace,Trace,Heavy,True
IT2,IT3,Trace,Trace,Moderate,Trace,True
IT3,IT3,Trace,Trace,Heavy,Heavy,True
IT2,IT3,Heavy,Moderate,Moderate,Moderate,True
IT2,IT3,Trace,Trace,Trace,Moderate,True
IT1,IT2,Heavy,Trace,Moderate,Heavy,True
IT3,IT4,Moderate,Moderate,Trace,Heavy,True
IT4,AQG,Trace,Heavy,Trace,Heavy,True
IT4,AQG,Moderate,Moderate,Heavy,Heavy,True
IT2,IT3,Moderate,Heavy,Moderate,Heavy,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Heavy,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT3,IT4,Heavy,Heavy,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Heavy,True
IT1,IT2,Trace,Trace,Trace,Moderate,True
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT4,AQG,Trace,Heavy,Moderate,Moderate,True
IT2,IT2,Trace,Trace,Moderate,Heavy,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT2,IT3,Heavy,Heavy,Heavy,Heavy,True
IT3,IT3,Moderate,Moderate,Heavy,Moderate,True
IT2,IT2,Heavy,Moderate,Heavy,Heavy,True
IT3,IT4,Heavy,Moderate,Trace,Trace,True
IT2,IT3,Heavy,Heavy,Heavy,Moderate,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT3,IT3,Trace,Moderate,Heavy,Heavy,True
IT1,IT1,Trace,Trace,Trace,Trace,True
IT4,AQG,Trace,Heavy,Trace,Heavy,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT3,IT4,Trace,Trace,Trace,Trace,True
IT1,IT1,Trace,Trace,Trace,Trace,True
IT3,IT3,Trace,Trace,Heavy,Heavy,True
IT2,IT3,Trace,Trace,Heavy,Moderate,True
IT1,IT2,Heavy,Moderate,Trace,Moderate,True
IT4,AQG,Trace,Trace,Trace,Heavy,True
IT3,IT4,Heavy,Heavy,Moderate,Heavy,True
IT2,IT3,Heavy,Moderate,Moderate,Heavy,True
IT3,IT3,Trace,Moderate,Moderate,Heavy,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT2,IT3,Trace,Trace,Heavy,Heavy,True
IT1,IT2,Trace,Trace,Moderate,Heavy,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT3,IT4,Heavy,Heavy,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT4,AQG,Moderate,Moderate,Heavy,Heavy,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT2,IT3,Trace,Trace,Moderate,Trace,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT2,IT3,Trace,Trace,Moderate,Trace,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT2,IT3,Heavy,Moderate,Heavy,Heavy,True
IT2,IT2,Trace,Trace,Moderate,Moderate,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT3,IT4,Heavy,Moderate,Moderate,Moderate,True
IT3,IT3,Trace,Trace,Heavy,Heavy,True
IT2,IT3,Heavy,Heavy,Heavy,Heavy,True
AQG,AQG,Trace,Trace,Trace,Heavy,True
IT3,IT4,Trace,Trace,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Trace,True
IT4,AQG,Moderate,Heavy,Heavy,Moderate,True
IT4,AQG,Moderate,Heavy,Moderate,Heavy,True
IT2,IT3,Heavy,Heavy,Moderate,Moderate,True
IT1,IT2,Trace,Trace,Trace,Trace,True
IT4,AQG,Trace,Trace,Trace,Heavy,True
IT1,IT2,Heavy,Heavy,Heavy,Heavy,True
IT3,IT4,Moderate,Moderate,Moderate,Heavy,True
IT3,IT4,Heavy,Heavy,Moderate,Moderate,True
IT2,IT3,Heavy,Moderate,Moderate,Moderate,True
IT2,IT2,Trace,Trace,Trace,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT2,IT3,Heavy,Heavy,Heavy,Heavy,True
IT4,AQG,Moderate,Trace,Moderate,Moderate,True
IT2,IT2,Trace,Trace,Trace,Moderate,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT3,IT4,Heavy,Heavy,Moderate,Heavy,True
IT3,IT3,Heavy,Moderate,Moderate,Heavy,True
IT3,IT3,Trace,Moderate,Moderate,Heavy,True
IT4,IT4,Trace,Trace,Moderate,Heavy,True
IT3,IT4,Moderate,Moderate,Heavy,Trace,True
IT2,IT3,Moderate,Heavy,Heavy,Heavy,True
IT1,IT2,Trace,Trace,Moderate,Moderate,True
IT3,IT4,Trace,Trace,Trace,Trace,True
